"75CSV  	",
1483.1,-41.886
1483.2,-41.916
1483.3,-41.956
1483.4,-41.978
1483.5,-42.023
1483.6,-42.109
1483.7,-42.151
1483.8,-42.194
1483.9,-42.245
1484,-42.333
1484.1,-42.398
1484.2,-42.438
1484.3,-42.532
1484.4,-42.645
1484.5,-42.693
1484.6,-42.747
1484.7,-42.832
1484.8,-42.925
1484.9,-42.941
1485,-42.946
1485.1,-42.979
1485.2,-42.983
1485.3,-42.957
1485.4,-42.916
1485.5,-42.913
1485.6,-42.892
1485.7,-42.853
1485.8,-42.799
1485.9,-42.783
1486,-42.738
1486.1,-42.685
1486.2,-42.671
1486.3,-42.684
1486.4,-42.686
1486.5,-42.661
1486.6,-42.678
1486.7,-42.714
1486.8,-42.73
1486.9,-42.75
1487,-42.816
1487.1,-42.881
1487.2,-42.94
1487.3,-42.986
1487.4,-43.096
1487.5,-43.184
1487.6,-43.247
1487.7,-43.325
1487.8,-43.442
1487.9,-43.552
1488,-43.65
1488.1,-43.756
1488.2,-43.848
1488.3,-43.912
1488.4,-43.877
1488.5,-43.865
1488.6,-43.816
1488.7,-43.779
1488.8,-43.715
1488.9,-43.684
1489,-43.68
1489.1,-43.652
1489.2,-43.593
1489.3,-43.526
1489.4,-43.495
1489.5,-43.452
1489.6,-43.409
1489.7,-43.408
1489.8,-43.441
1489.9,-43.43
1490,-43.409
1490.1,-43.441
1490.2,-43.496
1490.3,-43.555
1490.4,-43.617
1490.5,-43.701
1490.6,-43.787
1490.7,-43.839
1490.8,-43.952
1490.9,-44.058
1491,-44.187
1491.1,-44.238
1491.2,-44.318
1491.3,-44.41
1491.4,-44.488
1491.5,-44.53
1491.6,-44.603
1491.7,-44.712
1491.8,-44.769
1491.9,-44.788
1492,-44.811
1492.1,-44.806
1492.2,-44.82
1492.3,-44.775
1492.4,-44.738
1492.5,-44.731
1492.6,-44.719
1492.7,-44.665
1492.8,-44.656
1492.9,-44.677
1493,-44.689
1493.1,-44.645
1493.2,-44.631
1493.3,-44.65
1493.4,-44.635
1493.5,-44.584
1493.6,-44.624
1493.7,-44.698
1493.8,-44.733
1493.9,-44.797
1494,-44.912
1494.1,-45.027
1494.2,-45.134
1494.3,-45.249
1494.4,-45.41
1494.5,-45.561
1494.6,-45.685
1494.7,-45.786
1494.8,-45.898
1494.9,-45.98
1495,-46.027
1495.1,-46.097
1495.2,-46.12
1495.3,-46.172
1495.4,-46.189
1495.5,-46.184
1495.6,-46.215
1495.7,-46.206
1495.8,-46.187
1495.9,-46.117
1496,-46.066
1496.1,-46.025
1496.2,-45.951
1496.3,-45.929
1496.4,-45.889
1496.5,-45.883
1496.6,-45.848
1496.7,-45.811
1496.8,-45.856
1496.9,-45.886
1497,-45.944
1497.1,-46.036
1497.2,-46.141
1497.3,-46.216
1497.4,-46.333
1497.5,-46.465
1497.6,-46.631
1497.7,-46.792
1497.8,-46.93
1497.9,-47.08
1498,-47.227
1498.1,-47.346
1498.2,-47.457
1498.3,-47.637
1498.4,-47.744
1498.5,-47.783
1498.6,-47.855
1498.7,-47.845
1498.8,-47.831
1498.9,-47.752
1499,-47.739
1499.1,-47.697
1499.2,-47.61
1499.3,-47.572
1499.4,-47.484
1499.5,-47.418
1499.6,-47.356
1499.7,-47.264
1499.8,-47.192
1499.9,-47.158
1500,-47.171
1500.1,-47.147
1500.2,-47.158
1500.3,-47.239
1500.4,-47.291
1500.5,-47.422
1500.6,-47.549
1500.7,-47.69
1500.8,-47.806
1500.9,-47.962
1501,-48.164
1501.1,-48.398
1501.2,-48.658
1501.3,-48.83
1501.4,-49.045
1501.5,-49.209
1501.6,-49.35
1501.7,-49.408
1501.8,-49.463
1501.9,-49.526
1502,-49.49
1502.1,-49.439
1502.2,-49.445
1502.3,-49.368
1502.4,-49.301
1502.5,-49.088
1502.6,-48.969
1502.7,-48.851
1502.8,-48.694
1502.9,-48.496
1503,-48.419
1503.1,-48.316
1503.2,-48.209
1503.3,-48.169
1503.4,-48.12
1503.5,-48.106
1503.6,-48.112
1503.7,-48.085
1503.8,-48.182
1503.9,-48.321
1504,-48.435
1504.1,-48.61
1504.2,-48.825
1504.3,-49.049
1504.4,-49.209
1504.5,-49.446
1504.6,-49.677
1504.7,-49.945
1504.8,-50.203
1504.9,-50.413
1505,-50.563
1505.1,-50.72
1505.2,-50.842
1505.3,-50.865
1505.4,-50.837
1505.5,-50.775
1505.6,-50.581
1505.7,-50.362
1505.8,-50.023
1505.9,-49.776
1506,-49.5
1506.1,-49.297
1506.2,-48.984
1506.3,-48.736
1506.4,-48.501
1506.5,-48.337
1506.6,-48.16
1506.7,-48.059
1506.8,-47.97
1506.9,-47.901
1507,-47.894
1507.1,-47.882
1507.2,-47.921
1507.3,-48
1507.4,-48.102
1507.5,-48.288
1507.6,-48.436
1507.7,-48.672
1507.8,-48.92
1507.9,-49.193
1508,-49.489
1508.1,-49.84
1508.2,-50.14
1508.3,-50.337
1508.4,-50.531
1508.5,-50.769
1508.6,-50.85
1508.7,-50.921
1508.8,-50.869
1508.9,-50.802
1509,-50.577
1509.1,-50.353
1509.2,-50.027
1509.3,-49.652
1509.4,-49.255
1509.5,-48.928
1509.6,-48.633
1509.7,-48.367
1509.8,-48.057
1509.9,-47.822
1510,-47.581
1510.1,-47.408
1510.2,-47.252
1510.3,-47.157
1510.4,-47.034
1510.5,-46.982
1510.6,-46.972
1510.7,-47.034
1510.8,-47.09
1510.9,-47.209
1511,-47.386
1511.1,-47.569
1511.2,-47.75
1511.3,-48.007
1511.4,-48.253
1511.5,-48.571
1511.6,-48.934
1511.7,-49.266
1511.8,-49.616
1511.9,-49.896
1512,-50.195
1512.1,-50.343
1512.2,-50.544
1512.3,-50.614
1512.4,-50.609
1512.5,-50.534
1512.6,-50.298
1512.7,-50.02
1512.8,-49.682
1512.9,-49.372
1513,-49.054
1513.1,-48.722
1513.2,-48.394
1513.3,-48.102
1513.4,-47.804
1513.5,-47.532
1513.6,-47.297
1513.7,-47.118
1513.8,-46.981
1513.9,-46.861
1514,-46.777
1514.1,-46.744
1514.2,-46.724
1514.3,-46.767
1514.4,-46.843
1514.5,-46.962
1514.6,-47.114
1514.7,-47.329
1514.8,-47.508
1514.9,-47.791
1515,-48.101
1515.1,-48.472
1515.2,-48.83
1515.3,-49.194
1515.4,-49.658
1515.5,-49.972
1515.6,-50.371
1515.7,-50.759
1515.8,-51.111
1515.9,-51.329
1516,-51.369
1516.1,-51.362
1516.2,-51.124
1516.3,-50.769
1516.4,-50.485
1516.5,-50.062
1516.6,-49.733
1516.7,-49.329
1516.8,-48.903
1516.9,-48.518
1517,-48.16
1517.1,-47.813
1517.2,-47.5
1517.3,-47.263
1517.4,-47.053
1517.5,-46.892
1517.6,-46.793
1517.7,-46.723
1517.8,-46.768
1517.9,-46.829
1518,-46.894
1518.1,-47.039
1518.2,-47.233
1518.3,-47.454
1518.4,-47.702
1518.5,-48.049
1518.6,-48.422
1518.7,-48.779
1518.8,-49.132
1518.9,-49.468
1519,-49.773
1519.1,-50.092
1519.2,-50.312
1519.3,-50.528
1519.4,-50.632
1519.5,-50.646
1519.6,-50.532
1519.7,-50.299
1519.8,-50.13
1519.9,-49.743
1520,-49.408
1520.1,-49.047
1520.2,-48.659
1520.3,-48.298
1520.4,-47.936
1520.5,-47.672
1520.6,-47.479
1520.7,-47.298
1520.8,-47.153
1520.9,-47.078
1521,-47.006
1521.1,-46.965
1521.2,-46.936
1521.3,-47.03
1521.4,-47.201
1521.5,-47.401
1521.6,-47.618
1521.7,-47.916
1521.8,-48.293
1521.9,-48.576
1522,-48.991
1522.1,-49.417
1522.2,-49.92
1522.3,-50.298
1522.4,-50.683
1522.5,-50.947
1522.6,-51.08
1522.7,-51.107
1522.8,-51.026
1522.9,-50.681
1523,-50.216
1523.1,-49.546
1523.2,-48.817
1523.3,-48.116
1523.4,-47.442
1523.5,-46.801
1523.6,-46.177
1523.7,-45.638
1523.8,-45.118
1523.9,-44.677
1524,-44.243
1524.1,-43.897
1524.2,-43.62
1524.3,-43.363
1524.4,-43.177
1524.5,-43.007
1524.6,-42.906
1524.7,-42.823
1524.8,-42.804
1524.9,-42.844
1525,-42.921
1525.1,-42.998
1525.2,-43.111
1525.3,-43.267
1525.4,-43.455
1525.5,-43.669
1525.6,-43.912
1525.7,-44.156
1525.8,-44.368
1525.9,-44.529
1526,-44.654
1526.1,-44.671
1526.2,-44.655
1526.3,-44.566
1526.4,-44.407
1526.5,-44.135
1526.6,-43.809
1526.7,-43.45
1526.8,-43.033
1526.9,-42.554
1527,-42.138
1527.1,-41.75
1527.2,-41.364
1527.3,-40.963
1527.4,-40.614
1527.5,-40.335
1527.6,-40.034
1527.7,-39.766
1527.8,-39.54
1527.9,-39.388
1528,-39.22
1528.1,-39.075
1528.2,-38.99
1528.3,-38.985
1528.4,-38.938
1528.5,-38.933
1528.6,-38.997
1528.7,-39.121
1528.8,-39.225
1528.9,-39.377
1529,-39.577
1529.1,-39.829
1529.2,-40.013
1529.3,-40.249
1529.4,-40.539
1529.5,-40.827
1529.6,-41.117
1529.7,-41.481
1529.8,-41.783
1529.9,-42.03
1530,-42.229
1530.1,-42.361
1530.2,-42.396
1530.3,-42.357
1530.4,-42.212
1530.5,-42.056
1530.6,-41.81
1530.7,-41.517
1530.8,-41.293
1530.9,-41.021
1531,-40.73
1531.1,-40.476
1531.2,-40.274
1531.3,-40.065
1531.4,-39.85
1531.5,-39.696
1531.6,-39.612
1531.7,-39.478
1531.8,-39.409
1531.9,-39.422
1532,-39.435
1532.1,-39.436
1532.2,-39.5
1532.3,-39.637
1532.4,-39.801
1532.5,-40.006
1532.6,-40.266
1532.7,-40.638
1532.8,-41.048
1532.9,-41.486
1533,-42.037
1533.1,-42.562
1533.2,-43.084
1533.3,-43.614
1533.4,-44.163
1533.5,-44.632
1533.6,-44.977
1533.7,-45.262
1533.8,-45.272
1533.9,-45.103
1534,-44.901
1534.1,-44.604
1534.2,-44.161
1534.3,-43.779
1534.4,-43.487
1534.5,-43.193
1534.6,-42.969
1534.7,-42.922
1534.8,-42.872
1534.9,-42.767
1535,-42.802
1535.1,-42.999
1535.2,-43.223
1535.3,-43.534
1535.4,-43.997
1535.5,-44.498
1535.6,-44.934
1535.7,-45.539
1535.8,-46.264
1535.9,-46.752
1536,-47.273
1536.1,-47.847
1536.2,-47.866
1536.3,-47.67
1536.4,-47.602
1536.5,-47.09
1536.6,-46.524
1536.7,-46.182
1536.8,-45.827
1536.9,-45.351
1537,-45.06
1537.1,-44.904
1537.2,-44.694
1537.3,-44.55
1537.4,-44.608
1537.5,-44.609
1537.6,-44.513
1537.7,-44.484
1537.8,-44.542
1537.9,-44.512
1538,-44.44
1538.1,-44.405
1538.2,-44.318
1538.3,-44.074
1538.4,-43.934
1538.5,-43.899
1538.6,-43.794
1538.7,-43.763
1538.8,-43.82
1538.9,-43.751
1539,-43.7
1539.1,-43.727
1539.2,-43.693
1539.3,-43.631
1539.4,-43.681
1539.5,-43.677
1539.6,-43.436
1539.7,-43.3
1539.8,-43.116
1539.9,-42.88
1540,-42.771
1540.1,-42.804
1540.2,-42.753
1540.3,-42.658
1540.4,-42.57
1540.5,-42.257
1540.6,-41.898
1540.7,-41.701
1540.8,-41.384
1540.9,-40.965
1541,-40.633
1541.1,-40.257
1541.2,-39.592
1541.3,-38.885
1541.4,-38.329
1541.5,-37.726
1541.6,-37.079
1541.7,-36.576
1541.8,-36.15
1541.9,-35.689
1542,-35.343
1542.1,-35.033
1542.2,-34.696
1542.3,-34.366
1542.4,-34.155
1542.5,-33.824
1542.6,-33.493
1542.7,-33.3
1542.8,-33.102
1542.9,-32.882
1543,-32.873
1543.1,-32.819
1543.2,-32.778
1543.3,-32.851
1543.4,-32.994
1543.5,-33.161
1543.6,-33.351
1543.7,-33.566
1543.8,-33.691
1543.9,-33.807
1544,-34.053
1544.1,-34.329
1544.2,-34.593
1544.3,-35.053
1544.4,-35.491
1544.5,-35.751
1544.6,-36.103
1544.7,-36.577
1544.8,-36.923
1544.9,-37.231
1545,-37.673
1545.1,-37.96
1545.2,-38.012
1545.3,-38.107
1545.4,-38.191
1545.5,-38.035
1545.6,-37.988
1545.7,-38.103
1545.8,-38.125
1545.9,-38.222
1546,-38.403
1546.1,-38.459
1546.2,-38.491
1546.3,-38.582
1546.4,-38.672
1546.5,-38.731
1546.6,-38.878
1546.7,-39.038
1546.8,-39.182
1546.9,-39.517
1547,-39.985
1547.1,-40.423
1547.2,-41.049
1547.3,-41.82
1547.4,-42.461
1547.5,-43.146
1547.6,-44.097
1547.7,-44.874
1547.8,-45.635
1547.9,-46.458
1548,-46.422
1548.1,-45.95
1548.2,-45.602
1548.3,-45.054
1548.4,-44.556
1548.5,-44.446
1548.6,-44.458
1548.7,-44.365
1548.8,-44.577
1548.9,-44.874
1549,-44.76
1549.1,-44.744
1549.2,-44.683
1549.3,-44.345
1549.4,-44.147
1549.5,-44.237
1549.6,-44.014
1549.7,-44.008
1549.8,-44.261
1549.9,-44.151
1550,-43.872
1550.1,-43.641
1550.2,-43.144
1550.3,-42.678
1550.4,-42.354
1550.5,-42.061
1550.6,-41.798
1550.7,-41.668
1550.8,-41.456
1550.9,-41.277
1551,-41.185
1551.1,-41.098
1551.2,-40.976
1551.3,-41.004
1551.4,-40.914
1551.5,-40.711
1551.6,-40.673
1551.7,-40.556
1551.8,-40.43
1551.9,-40.536
1552,-40.685
1552.1,-40.678
1552.2,-40.829
1552.3,-41.066
1552.4,-41.156
1552.5,-41.237
1552.6,-41.392
1552.7,-41.383
1552.8,-41.556
1552.9,-41.786
1553,-41.952
1553.1,-42.321
1553.2,-42.69
1553.3,-42.857
1553.4,-43.192
1553.5,-43.577
1553.6,-43.808
1553.7,-44.079
1553.8,-44.276
1553.9,-44.137
1554,-43.889
1554.1,-43.485
1554.2,-42.917
1554.3,-42.55
1554.4,-42.269
1554.5,-41.905
1554.6,-41.742
1554.7,-41.697
1554.8,-41.458
1554.9,-41.351
1555,-41.336
1555.1,-41.06
1555.2,-40.952
1555.3,-40.951
1555.4,-40.793
1555.5,-40.7
1555.6,-40.771
1555.7,-40.652
1555.8,-40.557
1555.9,-40.616
1556,-40.614
1556.1,-40.756
1556.2,-41.107
1556.3,-41.421
1556.4,-41.812
1556.5,-42.275
1556.6,-42.621
1556.7,-43.023
1556.8,-43.437
1556.9,-43.702
1557,-44.041
1557.1,-44.357
1557.2,-44.535
1557.3,-44.826
1557.4,-44.933
1557.5,-44.834
1557.6,-44.872
1557.7,-44.764
1557.8,-44.58
1557.9,-44.626
1558,-44.555
1558.1,-44.327
1558.2,-44.291
1558.3,-44.122
1558.4,-43.853
1558.5,-43.789
1558.6,-43.422
1558.7,-43.003
1558.8,-42.826
1558.9,-42.227
1559,-41.692
1559.1,-41.499
1559.2,-41.128
1559.3,-40.748
1559.4,-40.644
1559.5,-40.388
1559.6,-40.144
1559.7,-40.199
1559.8,-40.194
1559.9,-40.174
1560,-40.393
1560.1,-40.441
1560.2,-40.477
1560.3,-40.771
1560.4,-40.994
1560.5,-41.22
1560.6,-41.546
1560.7,-41.633
1560.8,-41.742
1560.9,-41.823
1561,-41.753
1561.1,-41.76
1561.2,-41.672
1561.3,-41.433
1561.4,-41.442
1561.5,-41.25
1561.6,-40.998
1561.7,-40.838
1561.8,-40.462
1561.9,-40.054
1562,-39.875
1562.1,-39.571
1562.2,-39.272
1562.3,-39.277
1562.4,-39.206
1562.5,-39.23
1562.6,-39.467
1562.7,-39.524
1562.8,-39.602
1562.9,-39.73
1563,-39.723
1563.1,-39.831
1563.2,-39.91
1563.3,-39.898
1563.4,-40.038
1563.5,-39.997
1563.6,-39.97
1563.7,-40.13
1563.8,-40.15
1563.9,-40.301
1564,-40.627
1564.1,-40.664
1564.2,-40.799
1564.3,-40.992
1564.4,-41.001
1564.5,-41.2
1564.6,-41.416
1564.7,-41.46
1564.8,-41.644
1564.9,-41.774
1565,-41.821
1565.1,-42.022
1565.2,-42.192
1565.3,-42.409
1565.4,-42.815
1565.5,-42.976
1565.6,-43.24
1565.7,-43.265
1565.8,-43.207
1565.9,-43.564
1566,-43.613
1566.1,-43.717
1566.2,-44.185
1566.3,-44.397
1566.4,-44.767
1566.5,-45.604
1566.6,-46.283
1566.7,-47.162
1566.8,-48.259
1566.9,-48.856
1567,-49.468
1567.1,-49.827
1567.2,-49.697
1567.3,-49.465
1567.4,-48.908
1567.5,-48.239
1567.6,-47.552
1567.7,-46.917
1567.8,-46.326
1567.9,-45.711
1568,-45.262
1568.1,-44.802
1568.2,-44.383
1568.3,-44.182
1568.4,-43.947
1568.5,-43.767
1568.6,-43.803
1568.7,-43.858
1568.8,-44.015
1568.9,-44.325
1569,-44.551
1569.1,-44.898
1569.2,-45.348
1569.3,-45.756
1569.4,-46.289
1569.5,-46.738
1569.6,-47.19
1569.7,-47.687
1569.8,-47.932
1569.9,-48.349
1570,-48.506
1570.1,-48.398
1570.2,-48.395
1570.3,-47.856
1570.4,-47.215
1570.5,-46.427
1570.6,-45.552
1570.7,-44.879
1570.8,-44.025
1570.9,-43.282
1571,-42.704
1571.1,-42.017
1571.2,-41.602
1571.3,-41.142
1571.4,-40.561
1571.5,-40.251
1571.6,-39.94
1571.7,-39.619
1571.8,-39.482
1571.9,-39.312
1572,-39.096
1572.1,-38.982
1572.2,-38.784
1572.3,-38.736
1572.4,-38.741
1572.5,-38.728
1572.6,-38.85
1572.7,-39.041
1572.8,-39.254
1572.9,-39.589
1573,-39.945
1573.1,-40.443
1573.2,-41.008
1573.3,-41.525
1573.4,-42.107
1573.5,-42.694
1573.6,-43.312
1573.7,-43.938
1573.8,-44.512
1573.9,-45.152
1574,-45.701
1574.1,-46.054
1574.2,-46.455
1574.3,-46.507
1574.4,-46.636
1574.5,-46.438
1574.6,-46.115
1574.7,-45.841
1574.8,-45.231
1574.9,-44.727
1575,-44.167
1575.1,-43.448
1575.2,-43.015
1575.3,-42.418
1575.4,-41.855
1575.5,-41.452
1575.6,-40.941
1575.7,-40.54
1575.8,-40.212
1575.9,-39.849
1576,-39.617
1576.1,-39.355
1576.2,-39.174
1576.3,-39.02
1576.4,-38.833
1576.5,-38.733
1576.6,-38.666
1576.7,-38.64
1576.8,-38.695
1576.9,-38.78
1577,-38.938
1577.1,-39.155
1577.2,-39.356
1577.3,-39.647
1577.4,-39.924
1577.5,-40.232
1577.6,-40.594
1577.7,-40.945
1577.8,-41.392
1577.9,-41.826
1578,-42.227
1578.1,-42.704
1578.2,-43.181
1578.3,-43.659
1578.4,-44.226
1578.5,-44.635
1578.6,-45.167
1578.7,-45.603
1578.8,-45.915
1578.9,-46.263
1579,-46.437
1579.1,-46.695
1579.2,-46.816
1579.3,-46.879
1579.4,-47.081
1579.5,-47.036
1579.6,-47.168
1579.7,-47.098
1579.8,-46.861
1579.9,-46.869
1580,-46.612
1580.1,-46.445
1580.2,-46.186
1580.3,-45.701
1580.4,-45.307
1580.5,-44.687
1580.6,-44.139
1580.7,-43.738
1580.8,-43.21
1580.9,-42.866
1581,-42.554
1581.1,-42.341
1581.2,-42.235
1581.3,-42.133
1581.4,-42.141
1581.5,-42.176
1581.6,-42.228
1581.7,-42.356
1581.8,-42.571
1581.9,-42.749
1582,-43.087
1582.1,-43.36
1582.2,-43.753
1582.3,-44.25
1582.4,-44.69
1582.5,-45.276
1582.6,-45.839
1582.7,-46.449
1582.8,-47.209
1582.9,-47.716
1583,-48.565
1583.1,-49.685
1583.2,-50.903
1583.3,-52.542
1583.4,-53.955
1583.5,-55.848
1583.6,-57.943
1583.7,-57.416
1583.8,-56.744
1583.9,-54.761
1584,-52.381
1584.1,-50.695
1584.2,-49.212
1584.3,-48.038
1584.4,-46.992
1584.5,-45.982
1584.6,-45.217
1584.7,-44.507
1584.8,-43.909
1584.9,-43.405
1585,-42.963
1585.1,-42.656
1585.2,-42.43
1585.3,-42.255
1585.4,-42.176
1585.5,-42.137
1585.6,-42.186
1585.7,-42.273
1585.8,-42.452
1585.9,-42.704
1586,-42.982
1586.1,-43.346
1586.2,-43.773
1586.3,-44.193
1586.4,-44.665
1586.5,-45.114
1586.6,-45.542
1586.7,-45.97
1586.8,-46.346
1586.9,-46.629
1587,-46.787
1587.1,-46.789
1587.2,-46.623
1587.3,-46.428
1587.4,-46.062
1587.5,-45.605
1587.6,-45.134
1587.7,-44.511
1587.8,-43.94
1587.9,-43.383
1588,-42.861
1588.1,-42.415
1588.2,-42.051
1588.3,-41.718
1588.4,-41.433
1588.5,-41.158
1588.6,-40.868
1588.7,-40.632
1588.8,-40.483
1588.9,-40.329
1589,-40.21
1589.1,-40.103
1589.2,-40.055
1589.3,-40.028
1589.4,-40.029
1589.5,-40.064
1589.6,-40.093
1589.7,-40.188
1589.8,-40.315
1589.9,-40.422
1590,-40.565
1590.1,-40.702
1590.2,-40.848
1590.3,-41.022
1590.4,-41.255
1590.5,-41.462
1590.6,-41.662
1590.7,-41.867
1590.8,-41.976
1590.9,-42.084
1591,-42.181
1591.1,-42.207
1591.2,-42.284
1591.3,-42.335
1591.4,-42.336
1591.5,-42.319
1591.6,-42.241
1591.7,-42.118
1591.8,-42.005
1591.9,-41.87
1592,-41.712
1592.1,-41.613
1592.2,-41.444
1592.3,-41.318
1592.4,-41.152
1592.5,-40.988
1592.6,-40.85
1592.7,-40.728
1592.8,-40.622
1592.9,-40.549
1593,-40.422
1593.1,-40.322
1593.2,-40.207
1593.3,-40.149
1593.4,-40.099
1593.5,-40.113
1593.6,-40.12
1593.7,-40.192
1593.8,-40.22
1593.9,-40.261
1594,-40.351
1594.1,-40.421
1594.2,-40.564
1594.3,-40.717
1594.4,-40.907
1594.5,-41.125
1594.6,-41.371
1594.7,-41.581
1594.8,-41.867
1594.9,-42.137
1595,-42.459
1595.1,-42.792
1595.2,-43.106
1595.3,-43.434
1595.4,-43.74
1595.5,-44.004
1595.6,-44.237
1595.7,-44.447
1595.8,-44.639
1595.9,-44.792
1596,-44.777
1596.1,-44.656
1596.2,-44.469
1596.3,-44.193
1596.4,-43.903
1596.5,-43.566
1596.6,-43.284
1596.7,-42.947
1596.8,-42.621
1596.9,-42.303
1597,-41.958
1597.1,-41.665
1597.2,-41.371
1597.3,-41.103
1597.4,-40.899
1597.5,-40.711
1597.6,-40.526
1597.7,-40.402
1597.8,-40.251
1597.9,-40.176
1598,-40.143
1598.1,-40.115
1598.2,-40.135
1598.3,-40.179
1598.4,-40.21
1598.5,-40.29
1598.6,-40.355
1598.7,-40.49
1598.8,-40.652
1598.9,-40.884
1599,-41.1
1599.1,-41.369
1599.2,-41.58
1599.3,-41.83
1599.4,-42.084
1599.5,-42.356
1599.6,-42.674
1599.7,-42.953
1599.8,-43.283
1599.9,-43.557
1600,-43.791
1600.1,-43.988
1600.2,-44.193
1600.3,-44.292
1600.4,-44.363
1600.5,-44.348
1600.6,-44.263
1600.7,-44.061
1600.8,-43.838
1600.9,-43.536
1601,-43.261
1601.1,-43.038
1601.2,-42.759
1601.3,-42.51
1601.4,-42.267
1601.5,-41.994
1601.6,-41.717
1601.7,-41.429
1601.8,-41.211
1601.9,-41.023
1602,-40.878
1602.1,-40.73
1602.2,-40.619
1602.3,-40.488
1602.4,-40.396
1602.5,-40.364
1602.6,-40.306
1602.7,-40.326
1602.8,-40.345
1602.9,-40.38
1603,-40.466
1603.1,-40.527
1603.2,-40.652
1603.3,-40.809
1603.4,-41.001
1603.5,-41.21
1603.6,-41.414
1603.7,-41.613
1603.8,-41.81
1603.9,-42.023
1604,-42.251
1604.1,-42.496
1604.2,-42.773
1604.3,-43.016
1604.4,-43.255
1604.5,-43.475
1604.6,-43.59
1604.7,-43.675
1604.8,-43.737
1604.9,-43.747
1605,-43.716
1605.1,-43.64
1605.2,-43.531
1605.3,-43.37
1605.4,-43.148
1605.5,-42.959
1605.6,-42.724
1605.7,-42.547
1605.8,-42.308
1605.9,-42.061
1606,-41.808
1606.1,-41.601
1606.2,-41.332
1606.3,-41.109
1606.4,-40.92
1606.5,-40.77
1606.6,-40.676
1606.7,-40.578
1606.8,-40.476
1606.9,-40.39
1607,-40.321
1607.1,-40.24
1607.2,-40.201
1607.3,-40.222
1607.4,-40.237
1607.5,-40.31
1607.6,-40.361
1607.7,-40.444
1607.8,-40.543
1607.9,-40.672
1608,-40.838
1608.1,-40.985
1608.2,-41.139
1608.3,-41.299
1608.4,-41.444
1608.5,-41.621
1608.6,-41.772
1608.7,-41.97
1608.8,-42.195
1608.9,-42.387
1609,-42.575
1609.1,-42.671
1609.2,-42.698
1609.3,-42.691
1609.4,-42.673
1609.5,-42.65
1609.6,-42.6
1609.7,-42.595
1609.8,-42.504
1609.9,-42.371
1610,-42.25
1610.1,-42.077
1610.2,-41.913
1610.3,-41.747
1610.4,-41.546
1610.5,-41.34
1610.6,-41.178
1610.7,-40.965
1610.8,-40.785
1610.9,-40.672
1611,-40.543
1611.1,-40.46
1611.2,-40.416
1611.3,-40.325
1611.4,-40.264
1611.5,-40.191
1611.6,-40.114
1611.7,-40.075
1611.8,-40.099
1611.9,-40.112
1612,-40.185
1612.1,-40.275
1612.2,-40.396
1612.3,-40.461
1612.4,-40.564
1612.5,-40.658
1612.6,-40.738
1612.7,-40.879
1612.8,-40.99
1612.9,-41.149
1613,-41.297
1613.1,-41.478
1613.2,-41.644
1613.3,-41.812
1613.4,-41.969
1613.5,-42.109
1613.6,-42.175
1613.7,-42.245
1613.8,-42.316
1613.9,-42.306
1614,-42.273
1614.1,-42.28
1614.2,-42.291
1614.3,-42.29
1614.4,-42.265
1614.5,-42.149
1614.6,-42.025
1614.7,-41.883
1614.8,-41.723
1614.9,-41.593
1615,-41.443
1615.1,-41.342
1615.2,-41.231
1615.3,-41.118
1615.4,-41.014
1615.5,-40.944
1615.6,-40.844
1615.7,-40.741
1615.8,-40.694
1615.9,-40.598
1616,-40.552
1616.1,-40.533
1616.2,-40.47
1616.3,-40.489
1616.4,-40.502
1616.5,-40.546
1616.6,-40.631
1616.7,-40.698
1616.8,-40.735
1616.9,-40.817
1617,-40.85
1617.1,-40.896
1617.2,-41.009
1617.3,-41.106
1617.4,-41.274
1617.5,-41.403
1617.6,-41.582
1617.7,-41.693
1617.8,-41.836
1617.9,-41.908
1618,-41.999
1618.1,-42.072
1618.2,-42.166
1618.3,-42.234
1618.4,-42.309
1618.5,-42.337
1618.6,-42.398
1618.7,-42.401
1618.8,-42.399
1618.9,-42.409
1619,-42.377
1619.1,-42.323
1619.2,-42.195
1619.3,-42.079
1619.4,-41.931
1619.5,-41.838
1619.6,-41.731
1619.7,-41.687
1619.8,-41.595
1619.9,-41.55
1620,-41.455
1620.1,-41.355
1620.2,-41.28
1620.3,-41.142
1620.4,-41.069
1620.5,-41.024
1620.6,-40.989
1620.7,-40.932
1620.8,-40.907
1620.9,-40.905
1621,-40.944
1621.1,-40.932
1621.2,-40.963
1621.3,-40.981
1621.4,-40.991
1621.5,-41.03
1621.6,-41.064
1621.7,-41.092
1621.8,-41.166
1621.9,-41.258
1622,-41.349
1622.1,-41.466
1622.2,-41.596
1622.3,-41.669
1622.4,-41.751
1622.5,-41.79
1622.6,-41.812
1622.7,-41.875
1622.8,-41.921
1622.9,-42.002
1623,-42.106
1623.1,-42.152
1623.2,-42.205
1623.3,-42.264
1623.4,-42.238
1623.5,-42.224
1623.6,-42.218
1623.7,-42.172
1623.8,-42.108
1623.9,-42.08
1624,-41.974
1624.1,-41.939
1624.2,-41.88
1624.3,-41.84
1624.4,-41.787
1624.5,-41.765
1624.6,-41.693
1624.7,-41.597
1624.8,-41.522
1624.9,-41.437
1625,-41.347
1625.1,-41.331
1625.2,-41.298
1625.3,-41.291
1625.4,-41.309
1625.5,-41.265
1625.6,-41.265
1625.7,-41.227
